Project,Project Name,Description,Project ID,Work Category Description,Sdescrip,Slineid,Svoltage,Span Start,Span End,Division Description,Division Code,SRA LRA,Complete Date Plan (PI),Complete Date Plan (Trim),Complete Date Forecast (PI),Start Date Actual (PI),Complete Date Actual (PI),Start Date Actual (Trim),Complete Date Forecast (Trim),Complete Date Actual (Trim),Cycle Name,DT Start Date,DT End Date,Project Category,Dist / Trans,Project Year,LRA Mi,SRA Mi,Actual PI,Forecast PI,Actual Trim,Totalmiles,Text Description,Bnerc,Voltage List,Bmajortransferpath,bMajorTransferPath
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Jarvis #2,10231,115,005/039,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Lawrence Lab,10234,115,Law/lab,001/021,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Livermore,60163,60,016/095,New/sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Los Esteros 230 kv,20186,230,L00/01A,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,NEWARK-NUMMI,10237,115,New/Sub,Num/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Ravenswood,20177,230,New/sub,008/034,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol NERC 1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,North Dublin - Vinyard 230kv,20198,230,026/151,030/173,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Geysers-Fulton,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Lawrence Livermore Lab1 Tap,10365,115,004/030,004/031,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Geysers-Fulton,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Lawrence Livermore Lab1 Tap,10365,115,007/049,Law/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Geysers-Fulton,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Lawrence Livermore Lab2 Tap,10334A,115,000/001,000/009A,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-McCall-Kingsburg,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,CASTRO VALLEY-NEWARK,20014,230,014/070,New/sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Midway Hub,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,DUMBARTON-NEWARK,10059,115,New/Sub,005/042,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-North Valley LOP,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Los Esteros-Metcalf,20187,230,026/110,0L0/01B,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Placer to Folsom-NON-NERC,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Radum-Vallecitos 60kv,60392,60,006/131,008/148,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Putah Creek-NON-NERC,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Newark-Jarvis #1,10230,115,005/039,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-STAGG-TESLA,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Vineyard - Newark 230,20196,230,030/174,044/260,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-Vaca Tesla-NERC,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,NEWARK E-F BUS TIE,20033,230,NwT/Sub,NwD/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-WEBER #1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Tesla-Newark #1,20145,230,005/029,005/030,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR-WEBER #1,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Tesla-Newark #1,20145,230,008/044,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
Fort Bragg-Elk,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,LAS POSITAS-NEWARK,20069,230,002/022,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
Hammer-Country Club (Mettler Tap),CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,TESLA-RAVENSWOOD,20146,230,008/044,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
Kyoho 115kv tap,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Tesla-Newark #2,20179,230,004/030,004/031,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
Middle River 60kv Tap,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,Tesla-Newark #2,20179,230,007/049,New/Sub,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
Stockton 60/70kv Re-Patrol,CR-MI Tesla Newark,CR-MI Tesla Newark,136361,System Maintenence,TESLA-RAVENSWOOD,20146,230,005/029,005/030,Mission,MI,S,4/17/2016,8/1/2016,4/17/2016,,,,8/1/2016 0:00:00,,,,,RS,T,2016,0,230.3999939,0,65,0,176.2400055,,1,"60,115,230,NERC",0,0
CR Aerial Patrol 2,CR-Middle Fork-NERC,CR-Middle Fork,134096,System Maintenence,French Meadows-Middle Fork,60081,60,000/001,013/239,Sierra,SI,S,3/17/2016,6/19/2016,3/17/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,33,0,255,0,43,,1,"60,230,NERC",0,0
CR-Glenn 60kV North,CR-Middle Fork-NERC,CR-Middle Fork,134096,System Maintenence,MIDDLE FORK #1,60243,60,000/002,007/004,Sierra,SI,S,3/17/2016,6/19/2016,3/17/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,33,0,255,0,43,,1,"60,230,NERC",0,0
CR-Glenn 60kV North,CR-Middle Fork-NERC,CR-Middle Fork,134096,System Maintenence,Middle Fork-Gold Hill,20085,230,000/000,008/068,Sierra,SI,S,3/17/2016,6/19/2016,3/17/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,33,0,255,0,43,,1,"60,230,NERC",0,0
CR-LOS BANOS-PANOCHE,CR-Middle Fork-NERC,CR-Middle Fork,134096,System Maintenence,WEIMAR #1,60152,60,009/144,SWT/047,Sierra,SI,S,3/17/2016,6/19/2016,3/17/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,33,0,255,0,43,,1,"60,230,NERC",0,0
CR-Rices Xing-Colgate- NERC,CR-Middle Fork-NERC,CR-Middle Fork,134096,System Maintenence,Oxbow 60kv Tap,60152A,60,000/001,009/007,Sierra,SI,S,3/17/2016,6/19/2016,3/17/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,33,0,255,0,43,,1,"60,230,NERC",0,0
CR Herndon - Ashlan,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo-Gates #1,50003,500,DC/SWST,001/007,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
CR Herndon - Ashlan,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo-Mesa,20031,230,DC/SWST,001/008,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
CR-Delevan TM Vaca,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Morro Bay-Diablo,20098,230,DC/SWST,001/008,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
CR-Los Banos-Midway-1,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo-Midway #3,50005,500,DC/SWST,049/198,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
Mendota - San Joaquin - Helm,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo-Midway #2,50004,500,DC/SWST,049/198,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
Wishon - Coppermine,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo PP Standby Supply,20030,230,DC/NPP,DC/SWST,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
Wishon - Coppermine,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo Unit #1 Tie,50001,500,DC/NPP,DC/SWST,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
Wishon - Coppermine,CR Midway Corridor,CR-MIDWAY CORRIDOR,135797,System Maintenence,Diablo Unit #2 Tie,50002,500,DC/NPP,DC/SWST,Los Padres,LP,S,3/28/2016,5/12/2016,3/28/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,132,0,90,0,48,NERC,1,"230,500,NERC",0,0
Borden-Madera #1,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,SMYRNA-SEMITROPIC-MIDWAY,10305,115,086/670,088/689,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR Herndon - Ashlan,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Diablo-Midway #2,50004,500,065/264,084/342,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR Live Oak-Vedder,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,GATES-MIDWAY 500kv,50006,500,056/226,064/257,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR Stockdale-Lamont,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Gates-Midway 230kv,20200,230,193/892,200/929B,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Glenn 60kV North,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,MIDSUN-MIDWAY,10185,115,000/001,015/175,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Martin-San Mateo,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Whirlwind 500kV,50010,500,000/001,004/024,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,1
CR-MARTINEZ-SOBRANTE,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Caliente SW STA-Midway #1 230Kv,20239,230,067/297,080/359,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-MARTINEZ-SOBRANTE,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Caliente SW STA-Midway #2 230Kv,20242,230,067/297,080/359,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Monta Vista-Jefferson,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Kern #4,20089,230,000/001,004/024,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Ravenswood-San Mateo,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Tupman-Rio Bravo-Renfro115Kv,10469,115,000/001,004/024,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Ravenswood-San Mateo,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Wheeler Ridge #1,20091,230,000/001,006/033,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Ravenswood-San Mateo,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Wheeler Ridge #2,20092,230,000/001,006/033,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Ravenswood/CLanding-PA,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Renfro-Tupman 115Kv,10468,115,000/001,004/024,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Ravenswood/CLanding-PA,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,MIDWAY-SHAFTER,10189,115,000/001,002/015a,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Rio Oso-Lockeford-Bellota,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,SEMITROPIC-MIDWAY #1,10297,115,000/001,002/025,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Round Mtn-Cottonwood,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Los Banos-Midway #2,50008,500,137/563,144/594,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,1
CR-SMateo-Bair/Bel 115/60KV,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Taft,10190,115,000/001,008/005,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-SMateo-Bair/Bel 115/60KV,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Temblor,10191,115,000/001,012/150,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
GREEN VALLEY-LLAGAS,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Rio Bravo-Tomato 115Kv,10188D,115,000/007,002/015,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
Kearney - Bowles,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Diablo-Midway #3,50005,500,065/264,084/350,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
Moss Lndg TX BK 2-230 SWYD,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Arco-Midway,20001,230,193/892,201/930,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
Oro Fino Tap,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,Midway-Kern #3,20088,230,000/001,004/024,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
Table Mountain-Butte #1-1,CR-Midway Hub,CR-Midway Hub,132045,Orchard Maintenance,MIDWAY-KERN #1,20086,230,000/006,004/030,Kern,KE,L,5/28/2016,11/19/2016,5/28/2016,,,,11/19/2016 0:00:00,,,,,OM,T,2016,2.400000095,0,0,204,0,,Orchards,0,"115,230,500,NERC",0,0
CR-Martin-San Mateo,CR-MILLBRAE-PACIFICA,CR-MILLBRAE-PACIFICA,134143,Local Maintenance,Millbrae-Sneath Lane 60kV,60421,60,MIL/SUB,012/078,Peninsula,PE,S,12/18/2015,2/18/2016,12/31/2015,12/18/2015,,,2/18/2016 0:00:00,,,,,RT,T,2016,0,24,8,50,0,20,,0,60,0,0
CR-Rock Creek to Belden,CR-MILLBRAE-PACIFICA,CR-MILLBRAE-PACIFICA,134143,Local Maintenance,Martin-Sneath Lane 60kV,60423,60,017/112A,SNE/SUB,Peninsula,PE,S,12/18/2015,2/18/2016,12/31/2015,12/18/2015,,,2/18/2016 0:00:00,,,,,RT,T,2016,0,24,8,50,0,20,,0,60,0,0
Heinz 115kv Tap,CR-MILLBRAE-PACIFICA,CR-MILLBRAE-PACIFICA,134143,Local Maintenance,Sneath Lane-Pacifica,60422,60,005/055,PAC/SUB,Peninsula,PE,S,12/18/2015,2/18/2016,12/31/2015,12/18/2015,,,2/18/2016 0:00:00,,,,,RT,T,2016,0,24,8,50,0,20,,0,60,0,0
Stockton Acres 60kv Tap,CR-MILLBRAE-PACIFICA,CR-MILLBRAE-PACIFICA,134143,Local Maintenance,Sneath Lane - Half Moon Bay 60,60424,60,001/003,011/001,Peninsula,PE,S,12/18/2015,2/18/2016,12/31/2015,12/18/2015,,,2/18/2016 0:00:00,,,,,RT,T,2016,0,24,8,50,0,20,,0,60,0,0
CR-Aerial Patrol NERC 1,CR-Milpitas,CR-Milpitas,135818,System Maintenence,NEWARK-MILPITAS #1,10235,115,NEW/SUB,MIL/SUB,San Jose,SJ,S,11/26/2015,1/26/2016,11/26/2015,,,,1/26/2016 0:00:00,,,,,RS,T,2016,20.36000061,0,0,150,0,18,,0,115,0,0
CR-Aerial Patrol NERC 1,CR-Milpitas,CR-Milpitas,135818,System Maintenence,NEWARK-MILPITAS #2,10418,115,NEW/SUB,MIL/SUB,San Jose,SJ,S,11/26/2015,1/26/2016,11/26/2015,,,,1/26/2016 0:00:00,,,,,RS,T,2016,20.36000061,0,0,150,0,18,,0,115,0,0
CR-Putah Creek-NON-NERC,CR-Milpitas,CR-Milpitas,135818,System Maintenence,NEWARK-DIXON LANDING,10227,115,NEW/SUB,DXN/SUB,San Jose,SJ,S,11/26/2015,1/26/2016,11/26/2015,,,,1/26/2016 0:00:00,,,,,RS,T,2016,20.36000061,0,0,150,0,18,,0,115,0,0
McCall - Reedley,CR-Milpitas,CR-Milpitas,135818,System Maintenence,DIXON LANDING-MCKEE,10052,115,DXN/SUB,000/002,San Jose,SJ,S,11/26/2015,1/26/2016,11/26/2015,,,,1/26/2016 0:00:00,,,,,RS,T,2016,20.36000061,0,0,150,0,18,,0,115,0,0
CR Aerial Patrol 1,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,GOLD HILL #1,60090,60,004/037,012/185,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
CR Aerial Patrol 1,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,GOLD HILL #1,60090,60,017/262,017/270,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
CR Hollister Corridor,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,Gold Hill-Clarksville 115kv,10394,115,005/047A,003/019,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
CR-SFPUC 60kV,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,MISSOURI FLAT-GOLD HILL #1,10194,115,014/127,031/230,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
CR-SFPUC 60kV,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,MISSOURI FLAT-GOLD HILL #2,10195,115,014/127,031/230,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
HUMBOLDT-TRINITY,CR-Missouri Gold-NON-NERC,CR-MissouriGold,134173,System Maintenence,Limestone 60kv Tap,60090A,60,000/001,001/010,Sierra,SI,S,3/31/2016,6/19/2016,3/31/2016,,,,6/19/2016 0:00:00,,,,,RS,T,2016,0,55,0,180,0,70,,0,"60,115",0,0
CR-Bellota-Warnerville,CR-Monta Vista-Los Gatos Campbell,CR-Monta Vista,133586,System Maintenence,SARATOGA-VASONA,20170,230,VAS/SUB,015/069,San Jose,SJ,L,2/11/2016,4/11/2016,2/11/2016,,,,4/11/2016 0:00:00,,,,,RS,T,2016,6.809999943,0,0,16,0,7,,1,"230,NERC",0,0
CR-Jeff-Las Pulgas/Stanford,CR-Monta Vista-Cupertino,CR-Monta Vista,135808,System Maintenence,MONTA VISTA-HICKS,20093,230,018/085,MVI/SUB,San Jose,SJ,S,2/11/2016,4/11/2016,2/11/2016,,,,4/11/2016 0:00:00,,,,,RS,T,2016,4.179999828,0,0,6,0,5,,1,"230,NERC",0,0
CR-Lockeford #1,CR-Monta Vista-Los Gatos Campbell,CR-Monta Vista,133586,System Maintenence,VASONA-METCALF,20171,230,011/051,VAS/SUB,San Jose,SJ,L,2/11/2016,4/11/2016,2/11/2016,,,,4/11/2016 0:00:00,,,,,RS,T,2016,6.809999943,0,0,16,0,7,,1,"230,NERC",0,0
CR-Martin-Daly City,CR-Monta Vista-Saratoga,CR-Monta Vista,134426,System Maintenence,MONTA VISTA-SARATOGA,20096,230,SAR/SUB,018/085,San Jose,SJ,L,2/13/2016,4/13/2016,2/13/2016,,,,4/13/2016 0:00:00,,,,,RS,T,2016,7.46999979,0,0,31,0,7.300000191,,1,"230,NERC",0,0
CR-Martin-Daly City,CR-Monta Vista-Cupertino,CR-Monta Vista,135808,System Maintenence,MONTA VISTA-SARATOGA,20096,230,018/085,MVI/SUB,San Jose,SJ,S,2/11/2016,4/11/2016,2/11/2016,,,,4/11/2016 0:00:00,,,,,RS,T,2016,4.179999828,0,0,6,0,5,,1,"230,NERC",0,0
CR-MI Pittsburg Eastshore,CR-Monta Vista-San Jose,CR-Monta Vista,135801,System Maintenence,HICKS-METCALF,20062,230,HKS/SUB,009/040A,San Jose,SJ,L,2/3/2016,4/3/2016,2/3/2016,,,,4/3/2016 0:00:00,,,,,RS,T,2016,3.519999981,0,0,11,0,4,,1,"230,NERC",0,0
