LATITUDE,LONGITUDE,X,Y,Z,PRIORITY,REGION,DIVISION_ID,TREE_COMMENTS,ROLE_TYPE,INSPECTOR_COMPANY,INSPECT_DATE,CUSTOMER_NOTIFICATION_ID,ALERT_ID,TRIM_CODE,INSPECT_WO_NUMBER,TRIM_WO_NUMBER,SPAN_NBR,TREEID,LINE_NAME,LINE_NBR,TREE_TYPE,STREET_NUM,STREET,CITY_ID,COUNTY_ID,DISPATCHR_ID
37.84576296033818,-122.1732801956924,-122.1732801956924,37.84576296033818,,R,EB,EB,,PI,ACR,2015-12-29T15:30:31.409Z,C,,FBB,564ade1578b391d26af397c7,,6,E122173280N37845762,MORAGA_OAKLAND,,UNKN,,,,,564ade1578b391d26af397c5
37.84103246324447,-122.18273122639656,-122.18273122639656,37.84103246324447,,N,EB,EB,,PI,ACR,2015-12-22T17:51:58.507Z,N,,,564ade1678b391d26af397df,,10,E122182731N37841032,MORAGA_OAKLAND,,UNKN,,,,,564ade1678b391d26af397d7
37.84103533792873,-122.18260092307514,-122.18260092307514,37.84103533792873,,R,EB,EB,,PI,ACR,2015-12-22T17:51:47.981Z,O,,R1A,564ade1678b391d26af397df,,10,E122182600N37841035,MORAGA_OAKLAND,,,,,,,564ade1678b391d26af397d9
37.841044206846306,-122.18268012868015,-122.18268012868015,37.841044206846306,,N,EB,EB,,PI,ACR,2015-12-22T17:52:08.254Z,N,,,564ade1678b391d26af397df,,10,E122182680N37841044,MORAGA_OAKLAND,,UNKN,,,,,564ade1678b391d26af397db
37.84110234211565,-122.18258474258091,-122.18258474258091,37.84110234211565,,N,EB,EB,,PI,ACR,2015-12-22T17:52:18.310Z,N,,,564ade1678b391d26af397df,,9,E122182584N37841102,MORAGA_OAKLAND,,UNKN,,,,,564ade1678b391d26af397dd
37.833940834,-122.195566422,-122.195566422,37.833940834,,R,EB,EB,,PI,ACR,2016-01-19T19:35:48.482Z,C,,FAB,564ade1f78b391d26af399db,,,5671cc47d45c85303a3588de,MORAGA_OAKLAND,,,,,,,5671cc47d45c85303a3588de
37.830740228,-122.200775113,-122.200775113,37.830740228,,R,EB,EB,,PI,ACR,2016-01-14T16:23:37.053Z,O,,FBA,564ade2478b391d26af39b2f,,,565f6bc4eb5537f16ea933cf,MORAGA_OAKLAND,,EUCC,,,,,565f6bc4eb5537f16ea933cf
37.813107394,-122.217906472,-122.217906472,37.813107394,,R,EB,EB,,PI,ACR,2015-12-07T23:40:20.977Z,O,,td,564ade9e78b391d26af3a681,,,565f61d5eb5537f16ea930fc,MORAGA_OAKLAND,,,,,,,565f61d5eb5537f16ea930fc
37.830092606,-122.201059832,-122.201059832,37.830092606,,R,EB,EB,,PI,ACR,2016-01-14T16:23:52.875Z,O,,R2A,564ade2478b391d26af39b2f,,,5661e35467f718b77ff811ee,MORAGA_OAKLAND,,,,,,,5661e35467f718b77ff811ee
37.813087783,-122.21789171,-122.21789171,37.813087783,,R,EB,EB,,PI,ACR,2015-12-07T23:40:37.900Z,O,,td,564ade9e78b391d26af3a681,,,565f6129eb5537f16ea9309e,MORAGA_OAKLAND,,,,,,,565f6129eb5537f16ea9309e
37.827138102,-122.203014347,-122.203014347,37.827138102,,R,EB,EB,,PI,ACR,2016-01-20T16:40:56.455Z,C,,R1A,564ade2778b391d26af39bed,,,5665ebf867f718b77ff8b5c0,MORAGA_OAKLAND,,EUCC,,,,,5665ebf867f718b77ff8b5c0
37.82684481408229,-122.20281695551284,-122.20281695551284,37.82684481408229,,N,EB,EB,,PI,ACR,2015-12-03T16:13:32.890Z,N,,,564ade2778b391d26af39c18,,21,E122202816N37826844,MORAGA_OAKLAND,,UNKN,,,,,564ade2778b391d26af39bfa
37.82690637259619,-122.20273487552075,-122.20273487552075,37.82690637259619,,N,EB,EB,,PI,ACR,2015-12-03T16:13:32.890Z,N,,,564ade2778b391d26af39c18,,20,E122202734N37826906,MORAGA_OAKLAND,,UNKN,,,,,564ade2778b391d26af39bfc
37.815707533,-122.210698576,-122.210698576,37.815707533,,R,EB,EB,,PI,ACR,2015-11-19T20:39:51.589Z,O,,td,564ade9c78b391d26af3a5fa,,,564e33a0539dc97c02f09779,MORAGA_OAKLAND,,,,,,,564e33a0539dc97c02f09779
37.82673891778501,-122.20286702329797,-122.20286702329797,37.82673891778501,,N,EB,EB,,PI,ACR,2015-12-03T16:13:32.890Z,N,,,564ade2778b391d26af39c18,,21,E122202867N37826738,MORAGA_OAKLAND,,UNKN,,,,,564ade2778b391d26af39c16
37.818917529,-122.206415737,-122.206415737,37.818917529,,R,EB,EB,,PI,ACR,2015-12-03T17:15:32.635Z,O,,R2A,564adebd78b391d26af3aa47,,,5660749e67f718b77ff77088,MORAGA_OAKLAND,,ACAB,,,,,5660749e67f718b77ff77088
37.813736814,-122.2166427,-122.2166427,37.813736814,,R,EB,EB,,PI,ACR,2015-12-01T19:14:28.176Z,O,,R1A,564ade9d78b391d26af3a647,,,565df14d7f5a50bf35a4c005,MORAGA_OAKLAND,,ACAB,,,,,565df14d7f5a50bf35a4c005
37.813739814,-122.2166492,-122.2166492,37.813739814,,R,EB,EB,,PI,ACR,2015-12-01T19:08:15.996Z,O,,R1A,564ade9d78b391d26af3a647,,,565defeb7f5a50bf35a4be2d,MORAGA_OAKLAND,,ACAB,,,,,565defeb7f5a50bf35a4be2d
37.813513611,-122.21666297,-122.21666297,37.813513611,,R,EB,EB,,PI,ACR,2015-12-03T20:02:26.802Z,O,,R1A,564ade9d78b391d26af3a647,,,565def6b7f5a50bf35a4bd8c,MORAGA_OAKLAND,,ACAB,,,,,565def6b7f5a50bf35a4bd8c
37.813960787,-122.214850872,-122.214850872,37.813960787,,R,EB,EB,,PI,ACR,2015-12-01T22:21:11.105Z,O,,td,564ade2f78b391d26af39e09,,,565e1d4b7f5a50bf35a4d40a,MORAGA_OAKLAND,,,,,,,565e1d4b7f5a50bf35a4d40a
37.819015414,-122.206509853,-122.206509853,37.819015414,,R,EB,EB,,PI,ACR,2015-12-03T16:56:09.491Z,O,,td,564adebd78b391d26af3aa47,,,5660716367f718b77ff76f5d,MORAGA_OAKLAND,,CYPM,,,,,5660716367f718b77ff76f5d
37.81353867639942,-122.21701531483215,-122.21701531483215,37.81353867639942,,N,EB,EB,,PI,ACR,2015-12-02T19:14:55.110Z,N,,,564ade3078b391d26af39e24,,33,E122217015N37813538,MORAGA_OAKLAND,,UNKN,,,,,564ade2f78b391d26af39e20
37.81358663348405,-122.21711354186641,-122.21711354186641,37.81358663348405,,N,EB,EB,,PI,ACR,2015-12-02T19:14:55.110Z,N,,,564ade3078b391d26af39e24,,33,E122217113N37813586,MORAGA_OAKLAND,,UNKN,,,,,564ade3078b391d26af39e22
