LATITUDE,LONGITUDE,X,Y,Z,PRIORITY,REGION,DIVISION_ID,TREE_COMMENTS,ROLE_TYPE,INSPECTOR_COMPANY,INSPECT_DATE,CUSTOMER_NOTIFICATION_ID,ALERT_ID,TRIM_CODE,INSPECT_WO_NUMBER,TRIM_WO_NUMBER,SPAN_NBR,TREEID,LINE_NAME,LINE_NBR,TREE_TYPE,STREET_NUM,STREET,CITY_ID,COUNTY_ID,DISPATCHR_ID
38.60717747077042,-121.48332596098014,-121.48332596098014,38.60717747077042,,N,SA,SA,,PI,ACR,2016-02-10T21:17:34.798Z,N,,,569fc76a725255882d4bfe7a,,135,E121483325N38607177,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc76a725255882d4bfe76
38.60711734806753,-121.48313808589236,-121.48313808589236,38.60711734806753,,R,SA,SA,,PI,ACR,2016-02-10T21:20:51.450Z,O,,SD,569fc76a725255882d4bfe7a,,131,E121483138N38607117,DEEPWATER_1_TAP,10350A,COTB,,,,,569fc76a725255882d4bfe78
38.60699519442149,-121.4828581360566,-121.4828581360566,38.60699519442149,,N,SA,SA,,PI,ACR,2016-02-10T21:28:19.710Z,N,,,569fc76b725255882d4bfe81,,131,E121482858N38606995,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc76b725255882d4bfe7f
38.60664571985447,-121.50325305268274,-121.50325305268274,38.60664571985447,,N,SA,SA,,PI,ACR,2016-02-08T16:44:12.503Z,N,,,569fc76d725255882d4bfec7,,188,E121503253N38606645,DEEPWATER_1_TAP,10350A,COTB,,,,,569fc76c725255882d4bfeb9
38.60667252239585,-121.50322154499757,-121.50322154499757,38.60667252239585,,N,SA,SA,,PI,ACR,2016-02-08T16:43:35.922Z,N,,,569fc76d725255882d4bfec7,,188,E121503221N38606672,DEEPWATER_1_TAP,10350A,COTB,,,,,569fc76d725255882d4bfec1
38.606618165194895,-121.50264223237792,-121.50264223237792,38.606618165194895,,N,SA,SA,,PI,ACR,2016-02-08T17:01:21.904Z,N,,,569fc76e725255882d4bfee7,,188,E121502642N38606618,DEEPWATER_1_TAP,10350A,COTB,,,,,569fc76e725255882d4bfee5
38.6067221951581,-121.50215972947463,-121.50215972947463,38.6067221951581,,N,SA,SA,,PI,ACR,2016-02-08T17:03:32.655Z,N,,,569fc76e725255882d4bfefa,,188,E121502159N38606722,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc76e725255882d4bfef2
38.60693948640267,-121.50175867217777,-121.50175867217777,38.60693948640267,,R,SA,SA,,PI,ACR,2016-02-08T17:18:08.513Z,O,,SD,569fc76f725255882d4bff0e,,188,E121501758N38606939,DEEPWATER_1_TAP,10350A,COTB,,,,,569fc76f725255882d4bff04
38.60686145609771,-121.50152478477388,-121.50152478477388,38.60686145609771,,N,SA,SA,,PI,ACR,2016-02-08T17:15:39.576Z,N,,,569fc76f725255882d4bff0e,,188,E121501524N38606861,DEEPWATER_1_TAP,10350A,OAKV,,,,,569fc76f725255882d4bff0a
38.60664958324506,-121.48267212405685,-121.48267212405685,38.60664958324506,,N,SA,SA,,PI,ACR,2016-02-10T21:30:18.256Z,N,,,569fc771725255882d4bff45,,131,E121482672N38606649,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc771725255882d4bff41
38.606626245481436,-121.48270963285918,-121.48270963285918,38.606626245481436,,N,SA,SA,,PI,ACR,2016-02-10T21:30:32.675Z,N,,,569fc771725255882d4bff45,,131,E121482709N38606626,DEEPWATER_1_TAP,10350A,OAKV,,,,,569fc771725255882d4bff43
38.6036825675786,-121.47906939273213,-121.47906939273213,38.6036825675786,,R,SA,SA,,PI,ACR,2016-02-11T20:04:43.899Z,O,,TO,569fc773725255882d4bff87,,126,E121479069N38603682,DEEPWATER_1_TAP,10350A,,,,,,569fc772725255882d4bff7f
38.60143032268691,-121.47641504240472,-121.47641504240472,38.60143032268691,,N,SA,SA,,PI,ACR,2016-02-11T20:44:43.662Z,N,,,569fc773725255882d4bff9b,,123,E121476415N38601430,DEEPWATER_1_TAP,10350A,WALB,,,,,569fc773725255882d4bff93
38.60134788328139,-121.47625583627298,-121.47625583627298,38.60134788328139,,N,SA,SA,,PI,ACR,2016-02-11T20:45:24.115Z,N,,,569fc773725255882d4bff9b,,123,E121476255N38601347,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc773725255882d4bff99
38.60058302669992,-121.47526036378666,-121.47526036378666,38.60058302669992,,N,SA,SA,,PI,ACR,2016-02-11T21:37:38.199Z,N,,,569fc774725255882d4bffa7,,119,E121475260N38600583,DEEPWATER_1_TAP,10350A,WALB,,,,,569fc773725255882d4bffa3
38.60059042208842,-121.47529852166794,-121.47529852166794,38.60059042208842,,N,SA,SA,,PI,ACR,2016-02-11T21:37:51.895Z,N,,,569fc774725255882d4bffa7,,119,E121475298N38600590,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc774725255882d4bffa5
