LATITUDE,LONGITUDE,X,Y,Z,PRIORITY,REGION,DIVISION_ID,TREE_COMMENTS,ROLE_TYPE,INSPECTOR_COMPANY,INSPECT_DATE,CUSTOMER_NOTIFICATION_ID,ALERT_ID,TRIM_CODE,INSPECT_WO_NUMBER,TRIM_WO_NUMBER,SPAN_NBR,TREEID,LINE_NAME,LINE_NBR,TREE_TYPE,STREET_NUM,STREET,CITY_ID,COUNTY_ID,DISPATCHR_ID
38.591849512,-121.4522015,-121.4522015,38.591849512,,R,SA,SA,,PI,ACR,2016-02-16T19:19:19.392Z,O,,R1C,569fc777725255882d4c0016,,,56c3766f4437b3bd75501a95,DEEPWATER_1_TAP,10350A,LOCU,,,,,56c3766f4437b3bd75501a95
38.59149379686549,-121.45150500109752,-121.45150500109752,38.59149379686549,,N,SA,SA,,PI,ACR,2016-02-16T20:15:04.783Z,N,,,569fc778725255882d4c002d,,83,E121451505N38591493,DEEPWATER_1_TAP,10350A,,,,,,569fc778725255882d4c001d
38.591495194208406,-121.45145803710169,-121.45145803710169,38.591495194208406,,N,SA,SA,,PI,ACR,2016-02-16T20:15:04.783Z,N,,,569fc778725255882d4c002d,,83,E121451458N38591495,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc778725255882d4c0023
38.59153915987195,-121.45159212143483,-121.45159212143483,38.59153915987195,,R,SA,SA,,PI,ACR,2016-02-16T20:14:54.047Z,O,,R1D,569fc778725255882d4c002d,,83,E121451592N38591539,DEEPWATER_1_TAP,10350A,LOCU,,,,,569fc778725255882d4c0025
38.59153955807359,-121.45171691923225,-121.45171691923225,38.59153955807359,,N,SA,SA,,PI,ACR,2016-02-16T20:15:17.526Z,N,,,569fc778725255882d4c002d,,83,E121451716N38591539,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc778725255882d4c0029
38.59147555304791,-121.45138107414948,-121.45138107414948,38.59147555304791,,N,SA,SA,,PI,ACR,2016-02-16T20:22:47.439Z,N,,R2D,569fc779725255882d4c0041,,83,E121451381N38591475,DEEPWATER_1_TAP,10350A,LOCU,,,,,569fc779725255882d4c0037
38.59153633104889,-121.45137759802483,-121.45137759802483,38.59153633104889,,N,SA,SA,,PI,ACR,2016-02-16T20:22:47.439Z,N,,,569fc779725255882d4c0041,,83,E121451377N38591536,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc779725255882d4c0039
38.591474956895034,-121.45093085843851,-121.45093085843851,38.591474956895034,,R,SA,SA,,PI,ACR,2016-02-16T20:35:43.300Z,O,,R1D,569fc779725255882d4c0041,,83,E121450930N38591474,DEEPWATER_1_TAP,10350A,LOCU,,,,,569fc779725255882d4c003d
38.59105511696153,-121.44880706055643,-121.44880706055643,38.59105511696153,,N,SA,SA,,PI,ACR,2016-02-16T21:32:09.247Z,N,,,569fc77b725255882d4c0078,,77,E121448807N38591055,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc77b725255882d4c0072
38.59115118717959,-121.44890872655577,-121.44890872655577,38.59115118717959,,N,SA,SA,,PI,ACR,2016-02-16T21:31:56.261Z,N,,,569fc77b725255882d4c0078,,77,E121448908N38591151,DEEPWATER_1_TAP,10350A,UNKN,,,,,569fc77b725255882d4c0074
